crm:P2_has_type,dcterms:subject,dcterms:identifier,schema:position,dcterms:type,schema:artMedium,schema:color,schema:depth,schema:itemCondition,schema:material,schema:status,schema:measurementMethod,schema:hasMeasurement,schema:observationDate,dcterms:abstract,crm:P106i_forms_part_of,dcterms:isReferencedBy,dcterms:source,dcterms:creator,dcterms:created,dcterms:modified,dcterms:references,dcterms:accessRights,dcterms:title,schema:artform,crm:P1_is_identified_by,crm:P54_has_current_permanent_location,schema:geo,crm:P4_has_time-span,schema:locationCreated,schema:geographicArea,schema:creator,schema:contributor,crm:P15_was_influenced_by
Couche colorée,décor§végétation§bord du chemin,bf0575ff-f30f-4a3a-a60c-c319026ba57c_007§coupe1419,coupe1418c02§quart supérieur senestre,Couche picturale,,jaune§verdâtre§vert,,,pigment rouge§pigment noir§ocre§terre verte,caractérisé§observé§supposé,microsonde§microsonde,,1975,,bf0575ff-f30f-4a3a-a60c-c319026ba57c,"Rapport 776b (dossier EROS F4321), Paris 09/05/1975 - , Centre de Recherche et de Restauration des Musées de France, Paris, F4321",757841e1-1c49-473c-88e0-85c6662ce3e4,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/05/2005,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),L' Ascension,peinture§prédelle§élément,INV 20563,Musée du Petit Palais Avignon,"43.949317,4.805528",1475§1485,,,Niccolò da Foligno,,
Couche colorée,décor§végétation§bord du chemin,bf0575ff-f30f-4a3a-a60c-c319026ba57c_008§coupe1419,coupe1419c03§quart supérieur senestre,Couche picturale§Repeint,,vert,mince,,pigment vert,observé,,,1975,Pas de pigment au cuivre,bf0575ff-f30f-4a3a-a60c-c319026ba57c,"Rapport 776b (dossier EROS F4321), Paris 09/05/1975 - , Centre de Recherche et de Restauration des Musées de France, Paris, F4321",757841e1-1c49-473c-88e0-85c6662ce3e4,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/05/2005,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),L' Ascension,peinture§prédelle§élément,INV 20563,Musée du Petit Palais Avignon,"43.949317,4.805528",1475§1485,,,Niccolò da Foligno,,
Couche non-peinte,décor§végétation§bord du chemin,bf0575ff-f30f-4a3a-a60c-c319026ba57c_009§coupe1419,coupe1419c04§quart supérieur senestre,Couche de vernis,,vert,,,indéterminé,,,,1975,,bf0575ff-f30f-4a3a-a60c-c319026ba57c,"Rapport 776b (dossier EROS F4321), Paris 09/05/1975 - , Centre de Recherche et de Restauration des Musées de France, Paris, F4321",757841e1-1c49-473c-88e0-85c6662ce3e4,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/05/2005,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),L' Ascension,peinture§prédelle§élément,INV 20563,Musée du Petit Palais Avignon,"43.949317,4.805528",1475§1485,,,Niccolò da Foligno,,
Couche colorée,décor§fond§montages,bf0575ff-f30f-4a3a-a60c-c319026ba57c_010§coupe1420,coupe1420c02§quart supérieur dextre,Couche picturale,,blanc§grains bleu§brun sombre,mince,,lapis-lazuli§blanc de plomb§pigment noir,caractérisé§observé,microsonde,,1975,,bf0575ff-f30f-4a3a-a60c-c319026ba57c,"Rapport 776 (dossier EROS F4321), Paris 09/05/1975 - , Centre de Recherche et de Restauration des Musées de France, Paris, F4321§Rapport 776b (dossier EROS F4321), Paris 09/05/1975 - , Centre de Recherche et de Restauration des Musées de France, Paris, F4321",654f33cc-df34-4837-871e-97c875ab658a§757841e1-1c49-473c-88e0-85c6662ce3e4,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/05/2005,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),L' Ascension,peinture§prédelle§élément,INV 20563,Musée du Petit Palais Avignon,"43.949317,4.805528",1475§1485,,,Niccolò da Foligno,,
Couche colorée,décor§fond§montages,bf0575ff-f30f-4a3a-a60c-c319026ba57c_011§coupe1420,coupe1420c03§quart supérieur dextre,Couche picturale,,gris§brun sombre,,,blanc de plomb§pigment noir,caractérisé§observé,microsonde,,1975,,bf0575ff-f30f-4a3a-a60c-c319026ba57c,"Rapport 776b (dossier EROS F4321), Paris 09/05/1975 - , Centre de Recherche et de Restauration des Musées de France, Paris, F4321",757841e1-1c49-473c-88e0-85c6662ce3e4,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/05/2005,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),L' Ascension,peinture§prédelle§élément,INV 20563,Musée du Petit Palais Avignon,"43.949317,4.805528",1475§1485,,,Niccolò da Foligno,,
Couche non-peinte,décor§fond§montages,bf0575ff-f30f-4a3a-a60c-c319026ba57c_012§coupe1420,coupe1420c04§quart supérieur dextre,Couche de vernis,,brun sombre,,,indéterminé,,,,1975,,bf0575ff-f30f-4a3a-a60c-c319026ba57c,"Rapport 776b (dossier EROS F4321), Paris 09/05/1975 - , Centre de Recherche et de Restauration des Musées de France, Paris, F4321",757841e1-1c49-473c-88e0-85c6662ce3e4,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/05/2005,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),L' Ascension,peinture§prédelle§élément,INV 20563,Musée du Petit Palais Avignon,"43.949317,4.805528",1475§1485,,,Niccolò da Foligno,,
Couche colorée,décor§fond§ciel,bf0575ff-f30f-4a3a-a60c-c319026ba57c_013§coupe1421,coupe1421c02§quart supérieur senestre,Couche picturale,,bleu§bleu clair,10 µm,usé,lapis-lazuli§blanc de plomb,caractérisé,microsonde,,1975,,bf0575ff-f30f-4a3a-a60c-c319026ba57c,"Rapport 776 (dossier EROS F4321), Paris 09/05/1975 - , Centre de Recherche et de Restauration des Musées de France, Paris, F4321§Rapport 776b (dossier EROS F4321), Paris 09/05/1975 - , Centre de Recherche et de Restauration des Musées de France, Paris, F4321",654f33cc-df34-4837-871e-97c875ab658a§757841e1-1c49-473c-88e0-85c6662ce3e4,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/05/2005,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),L' Ascension,peinture§prédelle§élément,INV 20563,Musée du Petit Palais Avignon,"43.949317,4.805528",1475§1485,,,Niccolò da Foligno,,
Couche non-peinte,décor§fond§ciel,bf0575ff-f30f-4a3a-a60c-c319026ba57c_014§coupe1421,coupe1421c03§quart supérieur senestre,Couche de vernis,,bleu clair,,,indéterminé,,,,1975,,bf0575ff-f30f-4a3a-a60c-c319026ba57c,"Rapport 776b (dossier EROS F4321), Paris 09/05/1975 - , Centre de Recherche et de Restauration des Musées de France, Paris, F4321",757841e1-1c49-473c-88e0-85c6662ce3e4,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/05/2005,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),L' Ascension,peinture§prédelle§élément,INV 20563,Musée du Petit Palais Avignon,"43.949317,4.805528",1475§1485,,,Niccolò da Foligno,,
Couche colorée,décor§fond§ciel,bf0575ff-f30f-4a3a-a60c-c319026ba57c_015§coupe1421,coupe1421c04§quart supérieur senestre,Couche picturale§Repeint,,blanc§bleu clair,,,pigment blanc,caractérisé§observé,microsonde,,1975,,bf0575ff-f30f-4a3a-a60c-c319026ba57c,"Rapport 776b (dossier EROS F4321), Paris 09/05/1975 - , Centre de Recherche et de Restauration des Musées de France, Paris, F4321",757841e1-1c49-473c-88e0-85c6662ce3e4,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/05/2005,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),L' Ascension,peinture§prédelle§élément,INV 20563,Musée du Petit Palais Avignon,"43.949317,4.805528",1475§1485,,,Niccolò da Foligno,,
Couche non-peinte,décor§fond§ciel,bf0575ff-f30f-4a3a-a60c-c319026ba57c_016§coupe1421,coupe1421c05§quart supérieur senestre,Couche de vernis,,bleu clair,,,indéterminé,,,,1975,,bf0575ff-f30f-4a3a-a60c-c319026ba57c,"Rapport 776b (dossier EROS F4321), Paris 09/05/1975 - , Centre de Recherche et de Restauration des Musées de France, Paris, F4321",757841e1-1c49-473c-88e0-85c6662ce3e4,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/05/2005,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),L' Ascension,peinture§prédelle§élément,INV 20563,Musée du Petit Palais Avignon,"43.949317,4.805528",1475§1485,,,Niccolò da Foligno,,
Couche colorée,décor§architecture,bf0575ff-f30f-4a3a-a60c-c319026ba57c_017§coupe1422,coupe1422c02§ lisière ; près de la baguette d'encadrement,Couche picturale,,gris,,,blanc de plomb§pigment noir,caractérisé§observé,microsonde,,1975,,bf0575ff-f30f-4a3a-a60c-c319026ba57c,"Rapport 776b (dossier EROS F4321), Paris 09/05/1975 - , Centre de Recherche et de Restauration des Musées de France, Paris, F4321",757841e1-1c49-473c-88e0-85c6662ce3e4,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/05/2005,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),L' Ascension,peinture§prédelle§élément,INV 20563,Musée du Petit Palais Avignon,"43.949317,4.805528",1475§1485,,,Niccolò da Foligno,,
Couche colorée,décor§architecture,bf0575ff-f30f-4a3a-a60c-c319026ba57c_018§coupe1422,coupe1422c03§ lisière ; près de la baguette d'encadrement,Couche picturale,,blanc§gris,,,pigment blanc,caractérisé§observé,microsonde,,1975,,bf0575ff-f30f-4a3a-a60c-c319026ba57c,"Rapport 776b (dossier EROS F4321), Paris 09/05/1975 - , Centre de Recherche et de Restauration des Musées de France, Paris, F4321",757841e1-1c49-473c-88e0-85c6662ce3e4,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/05/2005,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),L' Ascension,peinture§prédelle§élément,INV 20563,Musée du Petit Palais Avignon,"43.949317,4.805528",1475§1485,,,Niccolò da Foligno,,
Couche non-peinte,décor§architecture,bf0575ff-f30f-4a3a-a60c-c319026ba57c_019§coupe1422,coupe1422c04§ lisière ; près de la baguette d'encadrement,Couche de vernis,,gris,,,indéterminé,,,,1975,Vernis oléorésineux,bf0575ff-f30f-4a3a-a60c-c319026ba57c,"Rapport 776b (dossier EROS F4321), Paris 09/05/1975 - , Centre de Recherche et de Restauration des Musées de France, Paris, F4321",757841e1-1c49-473c-88e0-85c6662ce3e4,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/05/2005,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),L' Ascension,peinture§prédelle§élément,INV 20563,Musée du Petit Palais Avignon,"43.949317,4.805528",1475§1485,,,Niccolò da Foligno,,
Support,,473bff38-2ccc-4d04-8493-26d45303b1c5_001,,,fond d'or§peinture à tempera,,,,bois,,,,,,473bff38-2ccc-4d04-8493-26d45303b1c5,,,RETIF - Philomène Renard (La fabrique métérielle du visuel),08/01/2002,22/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF§La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),L'Adoration des bergers,peinture,INV 20267,Musée du Petit Palais Avignon,"43.949317,4.805528",1301§1400,Sienne,"43.31822,11.33064",Bartolo di Fredi,,
Support,,473bff38-2ccc-4d04-8493-26d45303b1c5_002§P512,ensemble du panneau,Panneau,,,,,peuplier,caractérisé,examen anatomique du bois,,1968,"3 planches mesurant respectivement 20 cm, 58 cm, 18,5 cm de large, fil vertical, assemblées par des chevilles de bois RX. Les joints ont été consolidés par des pièces de bois rectangulaires environ 6 cm  x 3,7 cm. Invisibles au revers, elles ont dû être posées sur le recto, après chevillage des planches et avant la pose d'étroites bandes de toile. environ 3,5 cm de largeur aux jointements. ",473bff38-2ccc-4d04-8493-26d45303b1c5,"Y. Trenard, Rapport 382a (dossier EROS F112), Paris 17/06/1968 - , Centre de Recherche et de Restauration des Musées de France, Paris, F112§Rapport 382f (dossier EROS F112), Centre de Recherche et de Restauration des Musées de France, Paris, F112",d0c0bacb-a15f-4f31-9961-03047be46de9§5c44e28d-06a5-4cac-8f66-0e2edfcc421b,RETIF - Philomène Renard (La fabrique métérielle du visuel),08/01/2002,22/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF§La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),L'Adoration des bergers,peinture,INV 20267,Musée du Petit Palais Avignon,"43.949317,4.805528",1301§1400,Sienne,"43.31822,11.33064",Bartolo di Fredi,,
Couche préparatoire,,473bff38-2ccc-4d04-8493-26d45303b1c5_003§coupe582 ; coupe584 ; coupe583 ; coupe585 ; coupe594 ; coupe595,entre le support et les couches colorées§ensemble du panneau,Préparation,,blanc,,,sulfate de calcium§colle animale,caractérisé,,,1970,,473bff38-2ccc-4d04-8493-26d45303b1c5,"Y. Trenard, Rapport 382b (dossier EROS F112), Paris 11/12/1970 - , Centre de Recherche et de Restauration des Musées de France, Paris, F112",bc694948-59e0-4128-83b8-51a4a896be99,RETIF - Philomène Renard (La fabrique métérielle du visuel),08/01/2002,22/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF§La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),L'Adoration des bergers,peinture,INV 20267,Musée du Petit Palais Avignon,"43.949317,4.805528",1301§1400,Sienne,"43.31822,11.33064",Bartolo di Fredi,,
Couche colorée,carnation§front§berger à senestre,473bff38-2ccc-4d04-8493-26d45303b1c5_004,§x = 0§76 ; y = 0§69,Sous-couche,superposition peinture§première couche de la carnation,vert§pâle,,,terre verte,caractérisé,microsonde,,1970,,473bff38-2ccc-4d04-8493-26d45303b1c5,"Y. Trenard, Rapport 382b (dossier EROS F112), Paris 11/12/1970 - , Centre de Recherche et de Restauration des Musées de France, Paris, F112",bc694948-59e0-4128-83b8-51a4a896be99,RETIF - Philomène Renard (La fabrique métérielle du visuel),08/01/2002,22/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF§La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),L'Adoration des bergers,peinture,INV 20267,Musée du Petit Palais Avignon,"43.949317,4.805528",1301§1400,Sienne,"43.31822,11.33064",Bartolo di Fredi,,
Couche colorée,carnation§front§berger à senestre,473bff38-2ccc-4d04-8493-26d45303b1c5_005,coupe582c03§x = 0§76 ; y = 0§69,Couche picturale,superposition peinture§deuxième couche de la carnation,rouge,,traces,pigment blanc§ocre rouge,caractérisé,microsonde,,1970,,473bff38-2ccc-4d04-8493-26d45303b1c5,"Y. Trenard, Rapport 382b (dossier EROS F112), Paris 11/12/1970 - , Centre de Recherche et de Restauration des Musées de France, Paris, F112",bc694948-59e0-4128-83b8-51a4a896be99,RETIF - Philomène Renard (La fabrique métérielle du visuel),08/01/2002,22/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF§La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),L'Adoration des bergers,peinture,INV 20267,Musée du Petit Palais Avignon,"43.949317,4.805528",1301§1400,Sienne,"43.31822,11.33064",Bartolo di Fredi,,
Couche colorée,vêtement§robe§saint Joseph,473bff38-2ccc-4d04-8493-26d45303b1c5_006,coupe583c02§x = 0§31 ; y = 0§54,Couche picturale,,bleu§clair,20 µm,,lapis-lazuli§blanc de plomb§pigment rouge,caractérisé,microsonde,,1970,"il s'agit des restes du manteau, les couches superficielles ont probablement disparu ",473bff38-2ccc-4d04-8493-26d45303b1c5,"Y. Trenard, Rapport 382b (dossier EROS F112), Paris 11/12/1970 - , Centre de Recherche et de Restauration des Musées de France, Paris, F112§Rapport 382f (dossier EROS F112), Centre de Recherche et de Restauration des Musées de France, Paris, F112",bc694948-59e0-4128-83b8-51a4a896be99§5c44e28d-06a5-4cac-8f66-0e2edfcc421b,RETIF - Philomène Renard (La fabrique métérielle du visuel),08/01/2002,22/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF§La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),L'Adoration des bergers,peinture,INV 20267,Musée du Petit Palais Avignon,"43.949317,4.805528",1301§1400,Sienne,"43.31822,11.33064",Bartolo di Fredi,,
